Requested Rect. Yield,Date Completed,Work Center
86.8,9/1/2015,FINNSG3
79.28,9/1/2015,Amada Vipros 3 - Cell #2
88.9,9/1/2015,FINNSG2
84.9,9/1/2015,FINNSG3
86.3,9/1/2015,FINNSG1
92.7,9/1/2015,FINNSG5
72.96,9/1/2015,Salvagnini laser
79.38,9/1/2015,Amada FMS #2
76.33,9/1/2015,Amada Vipros 1 - Cell #1
44.31,9/1/2015,Amada Pulsar Laser  - Cell #1
90.7,9/1/2015,FINNSG5
70.01,9/1/2015,Amada Vipros 2 - Cell #1
84.9,9/1/2015,FINNSG3
92.2,9/1/2015,FINNSG5
89.2,9/1/2015,FINNSG5
79.8,9/1/2015,FINNSG1
44.31,9/1/2015,Amada Pulsar Laser  - Cell #1
72.31,9/1/2015,Amada Vipros 3 - Cell #2
87.6,9/1/2015,FINNSG3
68.47,9/1/2015,Amada Vipros 5 - Cell #3
79.3,9/1/2015,Amada FMS #2
63.69,9/1/2015,Amada Vipros 1 - Cell #1
75.21,9/1/2015,Amada FMS #2
84.7,9/1/2015,FINNSG5
38.17,9/1/2015,Amada Vipros 1 - Cell #1
44.72,9/1/2015,Amada Pulsar Laser  - Cell #1
79,9/1/2015,FINNSG1
58.88,9/1/2015,Amada Vipros 3 - Cell #2
91.3,9/1/2015,FINNSG5
70.71,9/1/2015,Amada FMS #2
69.87,9/1/2015,Amada Vipros 1 - Cell #1
56.69,9/1/2015,Amada Vipros 5 - Cell #3
88.9,9/1/2015,FINNSG5
74.85,9/1/2015,Salvagnini laser
87.4,9/1/2015,FINNSG1
72.67,9/1/2015,Amada Vipros 1 - Cell #1
90.3,9/1/2015,FINNSG5
86,9/1/2015,FINNSG4
82.79,9/1/2015,Amada Vipros 5 - Cell #3
89.2,9/1/2015,FINNSG5
72.67,9/1/2015,Amada Vipros 1 - Cell #1
74.01,9/1/2015,Amada Vipros 5 - Cell #3
83.4,9/1/2015,FINNSG2
89.2,9/1/2015,FINNSG5
89.7,9/1/2015,FINNSG5
82.9,9/1/2015,FINNSG1
80.24,9/1/2015,Amada Vipros 1 - Cell #1
89.4,9/1/2015,FINNSG4
74.29,9/1/2015,Amada FMS #2
93,9/1/2015,FINNSG2
90.4,9/1/2015,FINNSG5
85.7,9/1/2015,FINNSG1
70.96,9/1/2015,Amada Vipros 2 - Cell #1
80.24,9/1/2015,Amada Vipros 1 - Cell #1
72.42,9/1/2015,Amada FMS #2
89.7,9/1/2015,FINNSG5
93,9/1/2015,FINNSG2
88.45,9/1/2015,Amada Vipros 5 - Cell #3
64.61,9/1/2015,Amada Vipros 3 - Cell #2
80.24,9/1/2015,Amada Vipros 1 - Cell #1
87.8,9/1/2015,FINNSG5
92,9/1/2015,FINNSG4
74.15,9/1/2015,Amada Vipros 2 - Cell #1
90.7,9/1/2015,FINNSG3
89.3,9/1/2015,FINNSG5
91.6,9/1/2015,FINNSG4
85.6,9/1/2015,FINNSG2
90.1,9/1/2015,FINNSG5
79.7,9/1/2015,FINNSG1
83.1,9/1/2015,FINNSG3
83.3,9/1/2015,FINNSG5
33.31,9/1/2015,Amada Pulsar Laser  - Cell #1
65.58,9/1/2015,Amada Vipros 5 - Cell #3
80.24,9/1/2015,Amada Vipros 1 - Cell #1
93,9/1/2015,FINNSG2
89.3,9/1/2015,FINNSG3
92,9/1/2015,FINNSG2
89.1,9/1/2015,FINNSG4
92.1,9/1/2015,FINNSG2
79.7,9/1/2015,Amada Pulsar Laser  - Cell #1
75.09,9/1/2015,Amada Vipros 3 - Cell #2
83,9/1/2015,FINNSG5
70.38,9/1/2015,Amada FMS #2
80.04,9/1/2015,Amada Vipros 1 - Cell #1
90.4,9/1/2015,FINNSG2
89.3,9/1/2015,FINNSG3
68.6,9/1/2015,FINNSG5
81.87,9/1/2015,Amada Vipros 2 - Cell #1
80.24,9/1/2015,Amada Vipros 1 - Cell #1
79.7,9/1/2015,Amada Pulsar Laser  - Cell #1
85.8,9/1/2015,FINNSG4
78.66,9/1/2015,Amada Vipros 5 - Cell #3
92.7,9/1/2015,FINNSG2
84.5,9/1/2015,FINNSG5
84.6,9/1/2015,FINNSG1
87.3,9/1/2015,FINNSG2
54.58,9/1/2015,Amada Vipros 5 - Cell #3
86.7,9/1/2015,FINNSG5
81.71,9/1/2015,Amada FMS #2
61.07,9/1/2015,Amada Vipros 1 - Cell #1
72.05,9/1/2015,Amada Vipros 5 - Cell #3
84.4,9/1/2015,FINNSG2
78.89,9/1/2015,Amada Vipros 2 - Cell #1
88.5,9/1/2015,FINNSG5
89.6,9/1/2015,FINNSG1
67.1,9/1/2015,Amada FMS #2
81.06,9/1/2015,Amada Vipros 3 - Cell #2
63.81,9/1/2015,Amada Vipros 5 - Cell #3
69.87,9/1/2015,Amada Vipros 1 - Cell #1
87.8,9/1/2015,FINNSG3
73.17,9/1/2015,Amada Pulsar Laser  - Cell #1
84.9,9/1/2015,FINNSG2
79.59,9/1/2015,Salvagnini laser
63.81,9/1/2015,Amada Vipros 5 - Cell #3
76.64,9/1/2015,Amada Vipros 2 - Cell #1
87.1,9/1/2015,FINNSG4
85.2,9/1/2015,FINNSG5
89.9,9/1/2015,FINNSG2
81.7,9/1/2015,FINNSG4
66.06,9/1/2015,Amada Pulsar Laser  - Cell #1
74.29,9/1/2015,Amada FMS #2
89.9,9/1/2015,FINNSG2
83.12,9/1/2015,Amada Vipros 5 - Cell #3
82.7,9/1/2015,FINNSG1
88.2,9/1/2015,FINNSG5
65.79,9/1/2015,Amada Vipros 2 - Cell #1
69.59,9/1/2015,Amada Vipros 3 - Cell #2
72.23,9/1/2015,Amada Vipros 1 - Cell #1
88.9,9/1/2015,FINNSG3
89.9,9/1/2015,FINNSG2
88.8,9/1/2015,FINNSG5
81.2,9/1/2015,FINNSG5
87.5,9/1/2015,FINNSG3
85.6,9/1/2015,FINNSG2
81.25,9/1/2015,Amada Vipros 5 - Cell #3
80.6,9/1/2015,FINNSG1
76.33,9/1/2015,Amada Vipros 1 - Cell #1
69.52,9/1/2015,Amada Vipros 2 - Cell #1
87.8,9/1/2015,FINNSG5
88,9/1/2015,FINNSG4
70.38,9/1/2015,Amada FMS #2
71.73,9/1/2015,Amada Pulsar Laser  - Cell #1
74.6,9/1/2015,Amada Vipros 3 - Cell #2
76.4,9/1/2015,FINNSG1
92.3,9/1/2015,FINNSG2
92.1,9/1/2015,FINNSG2
67.3,9/1/2015,Amada Vipros 5 - Cell #3
71.25,9/1/2015,Amada FMS #2
87.4,9/1/2015,FINNSG1
80.8,9/1/2015,FINNSG5
92.3,9/1/2015,FINNSG2
79.59,9/1/2015,Salvagnini laser
67.67,9/1/2015,Amada Vipros 5 - Cell #3
92.9,9/1/2015,FINNSG2
92.1,9/2/2015,FINNSG1
90.3,9/2/2015,FINNSG3
92.2,9/2/2015,FINNSG2
67.63,9/2/2015,Amada Vipros 1 - Cell #1
69.29,9/2/2015,Amada Vipros 5 - Cell #3
91.5,9/2/2015,FINNSG2
70.35,9/2/2015,Amada Vipros 3 - Cell #2
91.4,9/2/2015,FINNSG3
91.1,9/2/2015,FINNSG3
86.2,9/2/2015,FINNSG2
91.7,9/2/2015,FINNSG3
73.12,9/2/2015,Amada Vipros 2 - Cell #1
49.83,9/2/2015,Amada FMS #2
88.4,9/2/2015,FINNSG5
92.3,9/2/2015,FINNSG2
84.4,9/2/2015,FINNSG1
87.3,9/2/2015,FINNSG3
92.2,9/2/2015,FINNSG2
92.2,9/2/2015,FINNSG5
67.63,9/2/2015,Amada Vipros 1 - Cell #1
75.03,9/2/2015,Amada Vipros 3 - Cell #2
87.8,9/2/2015,FINNSG3
85.6,9/2/2015,FINNSG5
84.2,9/2/2015,FINNSG1
90.4,9/2/2015,FINNSG5
90.9,9/2/2015,FINNSG3
78.1,9/2/2015,Amada Vipros 2 - Cell #1
89.6,9/2/2015,FINNSG5
101.18,9/2/2015,Salvagnini laser
68.8,9/2/2015,Amada Vipros 3 - Cell #2
64.54,9/2/2015,Amada FMS #2
87.3,9/2/2015,FINNSG5
87.1,9/2/2015,FINNSG2
73.56,9/2/2015,Amada Vipros 1 - Cell #1
89.6,9/2/2015,FINNSG3
66.9,9/2/2015,Amada Vipros 3 - Cell #2
88,9/2/2015,FINNSG3
75.05,9/2/2015,Salvagnini laser
73.24,9/2/2015,Amada Vipros 2 - Cell #1
87.4,9/2/2015,FINNSG5
90.8,9/2/2015,FINNSG3
80.97,9/2/2015,Amada Vipros 1 - Cell #1
83.6,9/2/2015,FINNSG2
79.7,9/2/2015,Amada Pulsar Laser  - Cell #1
72.57,9/2/2015,Amada Vipros 5 - Cell #3
84.3,9/2/2015,FINNSG1
91.5,9/2/2015,FINNSG5
77.01,9/2/2015,Amada Vipros 5 - Cell #3
66.79,9/2/2015,Amada FMS #2
87.4,9/2/2015,FINNSG3
91.8,9/2/2015,FINNSG5
74.95,9/2/2015,Amada Vipros 2 - Cell #1
75.9,9/2/2015,FINNSG1
71.95,9/2/2015,Amada Vipros 3 - Cell #2
89.9,9/2/2015,FINNSG3
83,9/2/2015,FINNSG2
88.5,9/2/2015,FINNSG5
44.77,9/2/2015,Amada Pulsar Laser  - Cell #1
87.4,9/2/2015,FINNSG5
91.6,9/2/2015,FINNSG2
89.7,9/2/2015,FINNSG1
71.06,9/2/2015,Amada Pulsar Laser  - Cell #1
86.9,9/2/2015,FINNSG2
57.91,9/2/2015,Amada FMS #2
89.2,9/2/2015,FINNSG5
88.1,9/2/2015,FINNSG2
88.8,9/2/2015,FINNSG2
89.6,9/2/2015,FINNSG2
88.5,9/2/2015,FINNSG2
91.4,9/2/2015,FINNSG2
78.24,9/2/2015,Salvagnini laser
90,9/2/2015,FINNSG5
89.6,9/2/2015,FINNSG3
59.39,9/2/2015,Amada Vipros 3 - Cell #2
70.07,9/2/2015,Amada Pulsar Laser  - Cell #1
88.1,9/2/2015,FINNSG5
62.1,9/2/2015,Amada Vipros 1 - Cell #1
74.09,9/2/2015,Amada FMS #2
90.8,9/2/2015,FINNSG5
72.41,9/2/2015,Amada Pulsar Laser  - Cell #1
85.7,9/2/2015,FINNSG2
90,9/2/2015,FINNSG3
65.46,9/2/2015,Amada Vipros 1 - Cell #1
82.37,9/2/2015,Amada FMS #2
84.3,9/2/2015,FINNSG5
69.52,9/2/2015,Amada Vipros 2 - Cell #1
90,9/2/2015,FINNSG3
86.8,9/2/2015,FINNSG5
88,9/2/2015,FINNSG2
77.73,9/2/2015,Amada FMS #2
90.1,9/2/2015,FINNSG5
90.1,9/2/2015,FINNSG2
88.2,9/2/2015,FINNSG2
121.21,9/2/2015,Salvagnini laser
89,9/2/2015,FINNSG3
91.1,9/2/2015,FINNSG5
71.53,9/2/2015,Amada Pulsar Laser  - Cell #1
69.68,9/2/2015,Amada Vipros 3 - Cell #2
85.4,9/2/2015,FINNSG5
49.66,9/2/2015,Amada Vipros 2 - Cell #1
90.2,9/2/2015,FINNSG2
91,9/2/2015,FINNSG1
71.95,9/2/2015,Amada Vipros 5 - Cell #3
85.61,9/2/2015,Amada FMS #2
89.1,9/2/2015,FINNSG5
87.3,9/2/2015,FINNSG2
90.4,9/2/2015,FINNSG3
87.2,9/2/2015,FINNSG2
86.3,9/2/2015,FINNSG5
63.64,9/2/2015,Amada Vipros 3 - Cell #2
85.85,9/2/2015,Amada FMS #2
87.9,9/2/2015,FINNSG2
63.68,9/2/2015,Amada Pulsar Laser  - Cell #1
86.6,9/2/2015,FINNSG5
42.83,9/2/2015,Amada Pulsar Laser  - Cell #1
72.24,9/2/2015,Amada Vipros 5 - Cell #3
89.4,9/2/2015,FINNSG2
82.2,9/2/2015,FINNSG5
72.4,9/2/2015,Amada Vipros 5 - Cell #3
91.2,9/2/2015,FINNSG3
88.1,9/2/2015,FINNSG2
83.4,9/2/2015,FINNSG5
20.84,9/2/2015,Amada Pulsar Laser  - Cell #1
88.5,9/2/2015,FINNSG1
89.9,9/2/2015,FINNSG3
90.5,9/2/2015,FINNSG5
81.21,9/2/2015,Amada FMS #2
0.3,9/2/2015,Amada Pulsar Laser  - Cell #1
75.41,9/2/2015,Amada Vipros 5 - Cell #3
78.2,9/2/2015,FINNSG5
80.9,9/2/2015,FINNSG3
89.1,9/2/2015,FINNSG1
73.56,9/2/2015,Amada Vipros 3 - Cell #2
88.4,9/2/2015,FINNSG2
10.89,9/2/2015,Amada Pulsar Laser  - Cell #1
91.6,9/2/2015,FINNSG3
91.7,9/2/2015,FINNSG3
39.74,9/2/2015,Amada Pulsar Laser  - Cell #1
86,9/2/2015,FINNSG2
83.26,9/2/2015,Salvagnini laser
86,9/2/2015,FINNSG2
81.42,9/2/2015,Amada Vipros 3 - Cell #2
86.7,9/2/2015,FINNSG5
92,9/2/2015,FINNSG3
14.85,9/2/2015,Salvagnini laser
89.4,9/2/2015,FINNSG2
89,9/2/2015,FINNSG5
84.2,9/2/2015,FINNSG5
78.9,9/2/2015,Amada Vipros 3 - Cell #2
90.1,9/2/2015,FINNSG3
85.6,9/2/2015,FINNSG5
89.8,9/2/2015,FINNSG1
84.8,9/2/2015,FINNSG2
12.18,9/2/2015,Amada Pulsar Laser  - Cell #1
84,9/2/2015,FINNSG1
90,9/2/2015,FINNSG1
89.5,9/2/2015,FINNSG1
64.45,9/2/2015,Amada Vipros 2 - Cell #1
75.6,9/2/2015,FINNSG2
78.7,9/2/2015,FINNSG5
82.2,9/2/2015,FINNSG2
89.9,9/2/2015,FINNSG5
72.58,9/2/2015,Amada Vipros 3 - Cell #2
82.99,9/2/2015,Amada Vipros 1 - Cell #1
82.7,9/2/2015,FINNSG2
93.4,9/2/2015,FINNSG3
79.11,9/2/2015,Amada Vipros 2 - Cell #1
89.5,9/2/2015,FINNSG1
76.28,9/2/2015,Amada Pulsar Laser  - Cell #1
84.6,9/2/2015,FINNSG5
88.2,9/2/2015,FINNSG1
83.9,9/2/2015,FINNSG2
21.17,9/2/2015,Amada Vipros 1 - Cell #1
73.8,9/2/2015,FINNSG5
80.8,9/2/2015,FINNSG2
76.7,9/2/2015,FINNSG5
91.3,9/2/2015,FINNSG2
92.9,9/2/2015,FINNSG3
91,9/2/2015,FINNSG2
85.9,9/2/2015,FINNSG1
92.5,9/2/2015,FINNSG3
88.2,9/2/2015,FINNSG2
77.3,9/2/2015,Amada Pulsar Laser  - Cell #1
89.2,9/2/2015,FINNSG2
92.3,9/2/2015,FINNSG5
26.2,9/2/2015,Amada Vipros 5 - Cell #3
84.2,9/2/2015,FINNSG1
71.55,9/2/2015,Amada Vipros 3 - Cell #2
59.56,9/2/2015,Amada Vipros 1 - Cell #1
85.26,9/2/2015,Salvagnini laser
89.9,9/2/2015,FINNSG3
76.53,9/2/2015,Amada Vipros 2 - Cell #1
72.85,9/2/2015,Amada Vipros 5 - Cell #3
4.06,9/2/2015,Amada Vipros 1 - Cell #1
83.7,9/2/2015,FINNSG5
86.8,9/2/2015,FINNSG1
91.7,9/2/2015,FINNSG1
84.6,9/2/2015,FINNSG5
91.8,9/2/2015,FINNSG3
92.7,9/2/2015,FINNSG4
86.1,9/2/2015,FINNSG1
33.29,9/2/2015,Amada Pulsar Laser  - Cell #1
84.7,9/2/2015,FINNSG5
91.5,9/2/2015,FINNSG3
74.73,9/2/2015,Amada Vipros 2 - Cell #1
91.9,9/2/2015,FINNSG3
61.03,9/2/2015,Amada Vipros 1 - Cell #1
82.4,9/2/2015,FINNSG5
84.13,9/2/2015,Amada Vipros 3 - Cell #2
87.5,9/2/2015,FINNSG2
90.1,9/2/2015,FINNSG3
37.09,9/2/2015,Salvagnini laser
85.5,9/2/2015,FINNSG5
91.8,9/2/2015,FINNSG3
85.9,9/2/2015,FINNSG4
85.1,9/2/2015,FINNSG1
85.9,9/2/2015,FINNSG5
89.5,9/2/2015,FINNSG1
87.6,9/2/2015,FINNSG2
72.21,9/2/2015,Amada Vipros 2 - Cell #1
85.6,9/2/2015,FINNSG4
92.1,9/2/2015,FINNSG3
65.49,9/2/2015,Amada Vipros 1 - Cell #1
73.79,9/2/2015,Amada Pulsar Laser  - Cell #1
92.2,9/2/2015,FINNSG3
89.9,9/2/2015,FINNSG2
12.72,9/2/2015,Salvagnini laser
88.3,9/2/2015,FINNSG4
39.06,9/2/2015,Amada Pulsar Laser  - Cell #1
86.2,9/2/2015,FINNSG5
86.8,9/2/2015,FINNSG2
89.5,9/2/2015,FINNSG1
87.4,9/2/2015,FINNSG5
91.7,9/2/2015,FINNSG4
91.4,9/2/2015,FINNSG3
91.9,9/2/2015,FINNSG2
92.7,9/2/2015,FINNSG3
81.6,9/2/2015,FINNSG5
82.39,9/2/2015,Amada Vipros 1 - Cell #1
76.18,9/2/2015,Amada Pulsar Laser  - Cell #1
88.4,9/2/2015,FINNSG5
70.38,9/2/2015,Salvagnini laser
84.4,9/2/2015,FINNSG1
87.2,9/2/2015,FINNSG2
71.37,9/2/2015,Amada Vipros 1 - Cell #1
83.6,9/2/2015,FINNSG5
82.7,9/2/2015,FINNSG4
88.3,9/2/2015,FINNSG1
87,9/2/2015,FINNSG5
46.67,9/2/2015,Amada Vipros 1 - Cell #1
90.5,9/2/2015,FINNSG3
91.3,9/2/2015,FINNSG4
20.12,9/2/2015,Amada Pulsar Laser  - Cell #1
86.7,9/2/2015,FINNSG5
1.73,9/2/2015,Amada Pulsar Laser  - Cell #1
73.22,9/2/2015,Amada Vipros 3 - Cell #2
61,9/2/2015,FINNSG1
82.94,9/2/2015,Amada Vipros 1 - Cell #1
92.1,9/2/2015,FINNSG3
86.6,9/2/2015,FINNSG5
41,9/2/2015,Amada Vipros 1 - Cell #1
41.1,9/2/2015,Amada Pulsar Laser  - Cell #1
87.3,9/2/2015,FINNSG2
87.4,9/2/2015,FINNSG5
88.4,9/2/2015,FINNSG2
81,9/2/2015,FINNSG5
81.8,9/2/2015,FINNSG1
92.1,9/2/2015,FINNSG3
83.54,9/2/2015,Amada Vipros 1 - Cell #1
87.2,9/2/2015,FINNSG5
3.41,9/2/2015,Amada Pulsar Laser  - Cell #1
87.8,9/2/2015,FINNSG2
66.84,9/2/2015,Amada Vipros 3 - Cell #2
77.39,9/2/2015,Amada FMS #2
79.97,9/2/2015,Amada FMS #2
76.42,9/2/2015,Amada FMS #2
89.2,9/2/2015,FINNSG4
85.3,9/2/2015,FINNSG1
88.5,9/2/2015,FINNSG2
82.85,9/2/2015,Amada FMS #2
92.1,9/2/2015,FINNSG3
91.5,9/2/2015,FINNSG2
72.49,9/2/2015,Amada Vipros 2 - Cell #1
78.54,9/2/2015,Amada FMS #2
89.1,9/2/2015,FINNSG1
91.7,9/2/2015,FINNSG2
73.21,9/2/2015,Amada Vipros 3 - Cell #2
77.8,9/2/2015,FINNSG4
67.55,9/2/2015,Amada FMS #2
91,9/2/2015,FINNSG2
79.31,9/2/2015,Amada Pulsar Laser  - Cell #1
64.55,9/2/2015,Amada Vipros 1 - Cell #1
90.5,9/2/2015,FINNSG2
69.52,9/2/2015,Amada Vipros 2 - Cell #1
83.9,9/2/2015,FINNSG1
72.14,9/2/2015,Amada Vipros 1 - Cell #1
58.19,9/2/2015,Amada FMS #2
73.64,9/2/2015,Amada Vipros 3 - Cell #2
91.1,9/2/2015,FINNSG2
85.25,9/2/2015,Amada Pulsar Laser  - Cell #1
92.5,9/2/2015,FINNSG4
86.6,9/2/2015,FINNSG1
11.31,9/2/2015,Amada Vipros 1 - Cell #1
81.8,9/2/2015,FINNSG2
74.69,9/2/2015,Amada FMS #2
83.54,9/2/2015,Amada Vipros 1 - Cell #1
82.6,9/2/2015,FINNSG3
92.4,9/2/2015,FINNSG2
85.4,9/2/2015,FINNSG1
92.6,9/2/2015,FINNSG2
77.85,9/2/2015,Amada FMS #2
88.4,9/2/2015,FINNSG1
79.57,9/2/2015,Amada Vipros 1 - Cell #1
68.58,9/2/2015,Amada Vipros 3 - Cell #2
89.5,9/2/2015,FINNSG2
76.83,9/2/2015,Amada FMS #2
91,9/2/2015,FINNSG2
88.1,9/2/2015,FINNSG1
89.9,9/2/2015,FINNSG4
73.72,9/2/2015,Amada FMS #2
91.4,9/2/2015,FINNSG2
87,9/2/2015,FINNSG5
79.14,9/2/2015,Amada FMS #2
78.27,9/2/2015,Amada Pulsar Laser  - Cell #1
86.4,9/2/2015,FINNSG1
67.41,9/2/2015,Amada Vipros 1 - Cell #1
84.4,9/2/2015,FINNSG5
91,9/2/2015,FINNSG2
78.9,9/2/2015,Amada FMS #2
78.55,9/2/2015,Amada Vipros 1 - Cell #1
81.2,9/2/2015,FINNSG1
90.9,9/2/2015,FINNSG2
84.5,9/2/2015,FINNSG5
70.34,9/2/2015,Amada Vipros 3 - Cell #2
87.7,9/2/2015,FINNSG5
92.5,9/2/2015,FINNSG4
89.3,9/2/2015,FINNSG2
92.3,9/2/2015,FINNSG2
88.5,9/2/2015,FINNSG4
81.2,9/2/2015,FINNSG1
85,9/2/2015,FINNSG2
74.57,9/2/2015,Amada Pulsar Laser  - Cell #1
63.52,9/2/2015,Amada Vipros 2 - Cell #1
84.3,9/2/2015,FINNSG5
73.3,9/2/2015,Amada FMS #2
84.8,9/2/2015,FINNSG1
92,9/2/2015,FINNSG4
81.72,9/2/2015,Amada Vipros 3 - Cell #2
88.44,9/2/2015,Amada Vipros 5 - Cell #3
89.2,9/2/2015,FINNSG2
84.4,9/2/2015,FINNSG5
80.7,9/2/2015,FINNSG5
76.87,9/2/2015,Amada Vipros 5 - Cell #3
82.4,9/2/2015,FINNSG1
89.5,9/2/2015,FINNSG2
91.5,9/2/2015,FINNSG3
85.3,9/2/2015,FINNSG5
59.07,9/2/2015,Amada Vipros 2 - Cell #1
89.3,9/2/2015,FINNSG2
66.34,9/2/2015,Amada Vipros 3 - Cell #2
90.5,9/2/2015,FINNSG4
92,9/2/2015,FINNSG3
78.91,9/2/2015,Amada FMS #2
92.4,9/2/2015,FINNSG3
86.6,9/2/2015,FINNSG2
86.98,9/2/2015,Amada Vipros 5 - Cell #3
86.7,9/2/2015,FINNSG1
93,9/2/2015,FINNSG3
78.1,9/2/2015,FINNSG2
89.9,9/2/2015,FINNSG4
54.64,9/2/2015,Amada Vipros 2 - Cell #1
76.5,9/2/2015,FINNSG2
82.79,9/2/2015,Amada Vipros 5 - Cell #3
74,9/2/2015,FINNSG5
93.4,9/2/2015,FINNSG3
90.1,9/2/2015,FINNSG4
67.38,9/2/2015,Amada Vipros 3 - Cell #2
72.8,9/2/2015,FINNSG2
78.67,9/2/2015,Amada FMS #2
71.68,9/2/2015,Amada FMS #2
83.6,9/2/2015,Amada Vipros 5 - Cell #3
61.7,9/2/2015,FINNSG2
76.05,9/2/2015,Amada Pulsar Laser  - Cell #1
86.5,9/2/2015,FINNSG5
90.7,9/2/2015,FINNSG1
90.8,9/2/2015,FINNSG4
68.51,9/2/2015,Amada FMS #2
58.54,9/2/2015,Amada Vipros 1 - Cell #1
90.1,9/2/2015,FINNSG5
88.6,9/2/2015,FINNSG1
87.31,9/2/2015,Salvagnini laser
86,9/2/2015,FINNSG5
78.38,9/2/2015,Amada FMS #2
73.24,9/2/2015,Amada Pulsar Laser  - Cell #1
91.1,9/2/2015,FINNSG4
86.2,9/2/2015,FINNSG5
76.8,9/2/2015,FINNSG2
67.3,9/2/2015,Amada Vipros 5 - Cell #3
73.04,9/2/2015,Amada FMS #2
79.6,9/2/2015,FINNSG5
91.6,9/2/2015,FINNSG1
71.56,9/2/2015,Amada Vipros 3 - Cell #2
84.2,9/2/2015,FINNSG3
75.2,9/2/2015,FINNSG5
91.8,9/2/2015,FINNSG4
89,9/2/2015,FINNSG4
54.47,9/2/2015,Amada Vipros 5 - Cell #3
83.2,9/2/2015,FINNSG3
91.6,9/2/2015,FINNSG1
90.7,9/2/2015,FINNSG4
65.58,9/2/2015,Amada FMS #2
84.8,9/2/2015,FINNSG5
85.4,9/2/2015,FINNSG1
88,9/2/2015,FINNSG3
39.13,9/2/2015,Amada Pulsar Laser  - Cell #1
75.42,9/2/2015,Amada Vipros 1 - Cell #1
85.5,9/2/2015,FINNSG5
75.27,9/2/2015,Amada FMS #2
81.25,9/2/2015,Amada Vipros 5 - Cell #3
58.86,9/2/2015,Amada Vipros 2 - Cell #1
90.9,9/2/2015,FINNSG1
71.1,9/2/2015,Amada Vipros 1 - Cell #1
87.7,9/2/2015,Salvagnini laser
87.7,9/2/2015,FINNSG5
88.8,9/2/2015,FINNSG4
81.7,9/2/2015,FINNSG5
87.8,9/2/2015,FINNSG4
90.2,9/2/2015,FINNSG1
92.7,9/2/2015,FINNSG4
80.24,9/2/2015,Amada Vipros 1 - Cell #1
84.33,9/2/2015,Amada Vipros 5 - Cell #3
83.9,9/2/2015,FINNSG5
86.1,9/2/2015,FINNSG1
75.3,9/2/2015,Amada Vipros 3 - Cell #2
80.04,9/2/2015,Amada Vipros 1 - Cell #1
70.49,9/2/2015,Amada FMS #2
80.18,9/2/2015,Amada Pulsar Laser  - Cell #1
82.57,9/2/2015,Amada Vipros 5 - Cell #3
89.1,9/2/2015,FINNSG1
72.8,9/2/2015,FINNSG5
90.2,9/2/2015,FINNSG4
89.8,9/2/2015,FINNSG1
84.3,9/2/2015,FINNSG5
69.89,9/2/2015,Amada Vipros 5 - Cell #3
88,9/2/2015,FINNSG4
85.5,9/2/2015,FINNSG5
67.46,9/2/2015,Amada Vipros 1 - Cell #1
43.92,9/2/2015,Amada Vipros 2 - Cell #1
80.6,9/2/2015,FINNSG2
88.9,9/2/2015,FINNSG1
86.76,9/2/2015,Amada FMS #2
75.1,9/2/2015,FINNSG5
84.7,9/2/2015,FINNSG1
72.96,9/2/2015,Salvagnini laser
81,9/2/2015,FINNSG5
77.02,9/2/2015,Amada Vipros 1 - Cell #1
59.9,9/2/2015,FINNSG2
68.24,9/2/2015,Amada Vipros 2 - Cell #1
72.39,9/2/2015,Amada FMS #2
83.9,9/2/2015,FINNSG3
88.9,9/2/2015,FINNSG1
90.7,9/2/2015,FINNSG4
86.25,9/2/2015,Amada Pulsar Laser  - Cell #1
56.02,9/2/2015,Amada Vipros 5 - Cell #3
64.6,9/2/2015,FINNSG5
53.08,9/2/2015,Amada Vipros 2 - Cell #1
70.37,9/2/2015,Amada Vipros 3 - Cell #2
82.4,9/2/2015,FINNSG3
36.24,9/2/2015,Amada Pulsar Laser  - Cell #1
55.9,9/2/2015,Amada FMS #2
73.49,9/2/2015,Amada Vipros 1 - Cell #1
88.8,9/2/2015,FINNSG1
89,9/2/2015,FINNSG1
91.2,9/2/2015,FINNSG2
90,9/2/2015,FINNSG1
56.7,9/2/2015,Amada Pulsar Laser  - Cell #1
91.9,9/2/2015,FINNSG2
73.48,9/2/2015,Amada Vipros 2 - Cell #1
77.02,9/2/2015,Amada Vipros 1 - Cell #1
28.35,9/2/2015,Amada Pulsar Laser  - Cell #1
75.56,9/3/2015,Amada Vipros 3 - Cell #2
79.9,9/3/2015,FINNSG2
47.57,9/3/2015,Amada FMS #2
73.49,9/3/2015,Amada Vipros 1 - Cell #1
90,9/3/2015,FINNSG2
91.7,9/3/2015,FINNSG1
91.1,9/3/2015,FINNSG4
84.7,9/3/2015,FINNSG3
91,9/3/2015,FINNSG4
89.1,9/3/2015,FINNSG4
87.1,9/3/2015,FINNSG3
87.1,9/3/2015,FINNSG2
87.42,9/3/2015,Salvagnini laser
88.4,9/3/2015,FINNSG1
84.24,9/3/2015,Amada Vipros 2 - Cell #1
73.28,9/3/2015,Amada Vipros 1 - Cell #1
89.8,9/3/2015,FINNSG2
89,9/3/2015,FINNSG5
72.67,9/3/2015,Amada Vipros 1 - Cell #1
80.4,9/3/2015,FINNSG1
85.9,9/3/2015,FINNSG4
88.4,9/3/2015,FINNSG1
74.56,9/3/2015,Amada Vipros 2 - Cell #1
70.07,9/3/2015,Amada Vipros 1 - Cell #1
